Name,Form,HP,Attack,Defense,Speed,Sp Attack,Sp Defense,BST,Types,Type1,Type2,Abilities,Ability1,Ability2,HiddenAbility,Generation,Evolutions
Roaring Moon,,105,139,71,119,55,101,590,"Dragon, Dark",Dragon,Dark,"Protosynthesis, None, None",Protosynthesis,None,None,9,
Iron Valiant,,74,130,90,116,120,60,590,"Fairy, Fighting",Fairy,Fighting,"Quark Drive, None, None",Quark Drive,None,None,9,
Koraidon,,100,135,115,135,85,100,670,"Fighting, Dragon",Fighting,Dragon,"Orichalcum Pulse, None, None",Orichalcum Pulse,None,None,9,
Miraidon,,100,85,100,135,135,115,670,"Electric, Dragon",Electric,Dragon,"Hadron Engine, None, None",Hadron Engine,None,None,9,
Walking Wake,,99,83,91,109,125,83,590,"Water, Dragon",Water,Dragon,"Protosynthesis, None, None",Protosynthesis,None,None,9,
Iron Leaves,,90,130,88,104,70,108,590,"Grass, Psychic",Grass,Psychic,"Quark Drive, None, None",Quark Drive,None,None,9,
Poltchageist,Counterfeit,40,45,45,50,74,54,308,"Grass, Ghost",Grass,Ghost,"Hospitality, None, Heatproof",Hospitality,None,Heatproof,9,Sinistcha Unremarkable (Unremarkable Teacup)
Poltchageist,Artisan,40,45,45,50,74,54,308,"Grass, Ghost",Grass,Ghost,"Hospitality, None, Heatproof",Hospitality,None,Heatproof,9,Sinistcha Masterpiece (Masterpiece Teacup)
Sinistcha,Unremarkable,71,60,106,70,121,80,508,"Grass, Ghost",Grass,Ghost,"Hospitality, None, Heatproof",Hospitality,None,Heatproof,9,
Sinistcha,Masterpiece,71,60,106,70,121,80,508,"Grass, Ghost",Grass,Ghost,"Hospitality, None, Heatproof",Hospitality,None,Heatproof,9,
Okidogi,,88,128,115,80,58,86,555,"Poison, Fighting",Poison,Fighting,"Toxic Chain, None, Guard Dog",Toxic Chain,None,Guard Dog,9,
Munkidori,,88,75,66,106,130,90,555,"Poison, Psychic",Poison,Psychic,"Toxic Chain, None, Frisk",Toxic Chain,None,Frisk,9,
Fezandipiti,,88,91,82,99,70,125,555,"Poison, Fairy",Poison,Fairy,"Toxic Chain, None, Technician",Toxic Chain,None,Technician,9,
Gouging Fire,,105,115,121,91,65,93,590,"Fire, Dragon",Fire,Dragon,"Protosynthesis, None, None",Protosynthesis,None,None,9,
Raging Bolt,,125,73,91,75,137,89,590,"Electric, Dragon",Electric,Dragon,"Protosynthesis, None, None",Protosynthesis,None,None,9,
Iron Boulder,,90,120,80,124,68,108,590,"Rock, Psychic",Rock,Psychic,"Quark Drive, None, None",Quark Drive,None,None,9,
Iron Crown,,90,72,100,98,122,108,590,"Steel, Psychic",Steel,Psychic,"Quark Drive, None, None",Quark Drive,None,None,9,
Terapagos,Normal,90,65,85,60,65,85,450,Normal,Normal,,"Tera Shift, None, None",Tera Shift,None,None,9,
Terapagos,Terastal,95,95,110,85,105,110,600,Normal,Normal,,"Tera Shell, None, None",Tera Shell,None,None,9,
Terapagos,Stellar,160,105,110,85,130,110,700,Normal,Normal,,"Teraform Zero, None, None",Teraform Zero,None,None,9,
Pecharunt,,88,88,160,88,88,88,600,"Poison, Ghost",Poison,Ghost,"Poison Puppeteer, None, None",Poison Puppeteer,None,None,9,
